id,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings
672,F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
2732,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
1199,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
2017,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
3863,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
3272,M,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
1612,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
324,M,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
2543,F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
3267,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10
2752,M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7
3706,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
70,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
936,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
1300,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9
2853,F,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
1474,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
571,I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14
384,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
3338,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
1263,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
171,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
3630,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
553,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
806,I,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
3533,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
4175,F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
1957,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
2278,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
2613,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
2700,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13
3283,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
3365,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11
1804,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
2291,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2816,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6
3113,I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,7
2504,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6
2552,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6
4173,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
544,F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
3440,I,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7
1722,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
1686,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1823,M,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
3275,M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
2948,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
3774,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
1178,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
2026,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
1651,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
3698,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
1101,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
572,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
630,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9
2636,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7
1971,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
2561,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
3087,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7
3314,I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11
2085,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
4118,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
2931,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
2040,I,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8
1290,I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
2786,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2116,I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
1659,F,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
342,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
2387,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
2055,I,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9
3081,F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
3543,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
2660,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
680,I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7
197,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
3536,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
3841,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
1829,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
2761,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10
2456,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
3948,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
1953,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
2702,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
3570,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
3375,F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
607,I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
2721,I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8
2235,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
221,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
1800,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
2985,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
1001,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,9
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
1729,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11
3149,F,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,24
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8
551,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
1835,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
266,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
3663,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
4171,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
132,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7
469,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
1339,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
2553,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7
865,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
1708,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
1281,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2933,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
2748,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
1833,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
101,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
3042,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
2201,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
1640,F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
1607,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
904,I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
2713,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
1809,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
3472,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
2582,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
4113,I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8
2028,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
3792,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
3900,M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
2102,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,9
1184,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
3180,F,0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,7
3404,M,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
4136,F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
565,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10
2632,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
3028,I,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7
3842,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
534,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
1620,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
1256,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
4164,I,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7
4068,I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
3546,I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7
1682,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,11
1926,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
1391,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
3819,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
918,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
3348,I,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
3086,I,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
3172,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
4166,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10
3437,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
3891,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
1895,M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
45,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
1150,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1309,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
1288,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7
1866,I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8
2365,F,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12
3549,I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
1622,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
3209,I,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14
1763,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
3914,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
1860,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,10
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
3882,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
1407,M,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
2952,F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,12
2646,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7
1043,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11
3443,I,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7
3568,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10
2343,I,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
3626,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10
2877,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
3456,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
1347,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
3748,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
1350,F,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
3050,M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
665,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10
4126,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
2938,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
2656,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
1400,F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
1374,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
1756,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
453,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
2888,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
243,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
3000,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
915,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
2256,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
688,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
222,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
1945,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
3916,F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
3729,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
3212,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14
4022,M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
2104,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
3838,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
1969,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
3026,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
2618,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
2669,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,8
55,F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
2855,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
2167,F,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
2954,M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2442,M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9
2965,M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2979,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
1724,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
2451,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
1276,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
1837,I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,6
1715,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
1319,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
3684,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
385,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
2224,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
3719,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
4023,I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
3638,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
3364,M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11
1898,F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
3030,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11
2092,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
2987,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
2410,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
3474,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
1855,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
4153,I,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
145,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
102,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
300,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
3170,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
142,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
3140,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
2746,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
2560,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7
27,M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
2516,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
2751,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
3534,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
3261,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
290,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
2899,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
11,M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
530,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,11
3611,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
3994,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
3837,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
95,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
1738,F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
3020,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8
596,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
2968,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12
1928,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
2949,M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
2834,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
3385,F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
549,I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
139,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
3659,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
370,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8
3958,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
398,M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
2841,M,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
3979,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
771,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
3226,F,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10
3347,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11
1643,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
3007,M,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
1500,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10
1389,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
2861,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12
13,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
1820,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
3793,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
449,F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
397,M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
4078,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
4024,I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
3696,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
