FlightRecord,FlightDate,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
8802,1991-01-27,2153.0,2145,2321.0,2307,US,127,,88.0,82.0,,14.0,8.0,PIT,PVD,467.0,,,0,,0,,,,,,YES,YES
43201,2008-01-03,1812.0,1805,1900.0,1855,WN,174,N340LV,48.0,50.0,36.0,5.0,7.0,PBI,TPA,174.0,3.0,9.0,0,,0,,,,,,YES,YES
29250,2001-01-07,905.0,910,943.0,951,US,425,N864äâ,98.0,101.0,79.0,-8.0,-5.0,PIT,BNA,462.0,5.0,14.0,0,,0,,,,,,NO,NO
24756,1999-01-28,1015.0,1015,1607.0,1634,DL,1930,N501DA,232.0,259.0,203.0,-27.0,0.0,SLC,PHL,1926.0,8.0,21.0,0,,0,,,,,,NO,NO
23063,1998-01-01,2031.0,2035,2227.0,2243,DL,647,N900DE,236.0,248.0,208.0,-16.0,-4.0,CVG,PHX,1569.0,7.0,21.0,0,,0,,,,,,NO,NO
22048,1998-01-18,1420.0,1420,1532.0,1540,WN,743,N372,132.0,140.0,125.0,-8.0,0.0,AUS,PHX,872.0,2.0,5.0,0,,0,,,,,,NO,NO
12864,1993-01-06,843.0,830,956.0,952,US,88,,73.0,82.0,,4.0,13.0,PIT,BDL,406.0,,,0,,0,,,,,,YES,YES
22525,1998-01-11,1103.0,1100,1342.0,1315,WN,1488,N302,99.0,75.0,84.0,27.0,3.0,BUR,PHX,369.0,6.0,9.0,0,,0,,,,,,YES,YES
16878,1995-01-31,1513.0,1515,1613.0,1631,US,868,N888AU,60.0,76.0,53.0,-18.0,-2.0,PVD,PHL,238.0,3.0,4.0,0,,0,,,,,,NO,NO
40023,2007-01-01,1811.0,1805,1925.0,1925,WN,2217,N247,74.0,80.0,64.0,0.0,6.0,SNA,OAK,371.0,5.0,5.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
23762,1998-01-03,1909.0,0,2041.0,0,AA,79,N467AA,152.0,167.0,124.0,1.0,16.0,DFW,PHX,868.0,2.0,26.0,0,,0,,,,,,YES,YES
17373,1995-01-12,1159.0,1150,1258.0,1256,US,1093,N263AU,59.0,66.0,51.0,2.0,9.0,ROC,PHL,257.0,4.0,4.0,0,,0,,,,,,YES,YES
4352,1989-01-18,1344.0,1345,2046.0,2052,UA,190,,302.0,307.0,,-6.0,-1.0,HNL,LAX,2556.0,,,0,,0,,,,,,NO,NO
41062,2007-01-02,1537.0,1530,1634.0,1630,WN,288,N696SW,57.0,60.0,43.0,4.0,7.0,GEG,SEA,224.0,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
20224,1997-01-18,1734.0,1735,1929.0,1945,DL,689,N124DE,235.0,250.0,207.0,-16.0,-1.0,ATL,PHX,1587.0,5.0,23.0,0,,0,,,,,,NO,NO
5035,1989-01-03,1740.0,1530,1906.0,1651,UA,211,,86.0,81.0,,135.0,130.0,ORD,OMA,416.0,,,0,,0,,,,,,YES,YES
43150,2008-01-03,1751.0,1745,1949.0,1955,WN,780,N773SA,58.0,70.0,46.0,-6.0,6.0,ONT,PHX,325.0,5.0,7.0,0,,0,,,,,,NO,YES
33195,2003-01-31,2022.0,1738,2051.0,1820,UA,1069,N466UA,89.0,102.0,61.0,151.0,164.0,PIT,ORD,412.0,14.0,14.0,0,,0,,,,,,YES,YES
6468,1990-01-26,1118.0,1115,1622.0,1630,US,34,,184.0,195.0,,-8.0,3.0,SFO,MCI,1499.0,,,0,,0,,,,,,NO,YES
31544,2002-01-11,1324.0,1330,1430.0,1450,US,788,N744äæ,66.0,80.0,53.0,-20.0,-6.0,PHL,BOS,280.0,4.0,9.0,0,,0,,,,,,NO,NO
21589,1997-01-08,1415.0,1415,1552.0,1600,HP,2028,N324AW,97.0,105.0,79.0,-8.0,0.0,DEN,PHX,602.0,5.0,13.0,0,,0,,,,,,NO,NO
20849,1997-01-29,1508.0,1511,1724.0,1729,HP,2544,N157AW,76.0,78.0,62.0,-5.0,-3.0,BUR,PHX,369.0,4.0,10.0,0,,0,,,,,,NO,NO
30072,2002-01-12,930.0,935,1113.0,1118,US,728,N420äâ,103.0,103.0,79.0,-5.0,-5.0,CLT,BUF,546.0,4.0,20.0,0,,0,,,,,,NO,NO
40459,2007-01-02,2028.0,1955,2242.0,2210,WN,179,N634SW,74.0,75.0,64.0,32.0,33.0,BNA,RDU,443.0,2.0,8.0,0,,0,6.0,0.0,0.0,0.0,26.0,YES,YES
3235,1988-01-07,734.0,735,811.0,759,PS,1435,,97.0,84.0,,12.0,-1.0,TUS,LAX,451.0,,,0,,0,,,,,,YES,NO
17620,1995-01-19,2307.0,2310,744.0,720,US,607,N346US,337.0,310.0,320.0,24.0,-3.0,SFO,PHL,2521.0,5.0,12.0,0,,0,,,,,,YES,NO
29007,2001-01-03,2229.0,2225,36.0,2348,US,416,N356äâ,127.0,83.0,64.0,48.0,4.0,PIT,PVD,467.0,8.0,55.0,0,,0,,,,,,YES,YES
35950,2004-01-28,1705.0,1705,1830.0,1828,UA,511,N461UA,145.0,143.0,112.0,2.0,0.0,DEN,SNA,846.0,21.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
15586,1994-01-06,801.0,800,948.0,944,US,269,,107.0,104.0,,4.0,1.0,BOS,DCA,399.0,,,0,,0,,,,,,YES,YES
14823,1994-01-31,1229.0,1230,1330.0,1333,US,247,,61.0,63.0,,-3.0,-1.0,PIT,DTW,201.0,,,0,,0,,,,,,NO,NO
18693,1996-01-29,1135.0,1100,1351.0,1315,WN,1488,N306,76.0,75.0,61.0,36.0,35.0,BUR,PHX,369.0,4.0,11.0,0,,0,,,,,,YES,YES
1659,1987-10-21,1956.0,1955,2119.0,2103,PS,1529,,83.0,68.0,,16.0,1.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
6283,1990-01-20,1540.0,1540,1703.0,1701,US,33,,83.0,81.0,,2.0,0.0,EWR,PIT,319.0,,,0,,0,,,,,,YES,NO
18177,1996-01-29,831.0,835,1040.0,1043,HP,20,N906AW,249.0,248.0,233.0,-3.0,-4.0,ATL,PHX,1587.0,5.0,11.0,0,,0,,,,,,NO,NO
10151,1992-01-14,1541.0,1535,1722.0,1640,US,56,,101.0,65.0,,42.0,6.0,PIT,PHL,267.0,,,0,,0,,,,,,YES,YES
1395,1987-10-26,629.0,630,729.0,722,PS,1521,,60.0,52.0,,7.0,-1.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,NO
16234,1995-01-06,650.0,650,753.0,749,US,243,N869US,63.0,59.0,51.0,4.0,0.0,ORF,PHL,211.0,2.0,10.0,0,,0,,,,,,YES,NO
17897,1995-01-13,1147.0,1121,1449.0,1423,TW,712,N84355,122.0,122.0,106.0,26.0,26.0,STL,PHL,813.0,3.0,13.0,0,,0,,,,,,YES,YES
13813,1993-01-26,701.0,700,807.0,815,US,110,,66.0,75.0,,-8.0,1.0,PIT,EWR,319.0,,,0,,0,,,,,,NO,YES
25327,1999-01-05,1410.0,1244,1623.0,1505,US,1984,N603AU,133.0,141.0,116.0,78.0,86.0,TPA,PHL,920.0,5.0,12.0,0,,0,,,,,,YES,YES
9885,1991-01-26,1004.0,1005,1118.0,1128,US,148,,74.0,83.0,,-10.0,-1.0,DTW,BWI,408.0,,,0,,0,,,,,,NO,NO
22152,1998-01-30,1436.0,1430,1713.0,1725,WN,1219,N507,217.0,235.0,206.0,-12.0,6.0,BNA,PHX,1448.0,3.0,8.0,0,,0,,,,,,NO,YES
288,1987-10-30,639.0,635,808.0,753,PS,1468,,89.0,78.0,,15.0,4.0,SFO,SAN,447.0,,,0,,0,,,,,,YES,YES
24132,1999-01-19,1142.0,1139,1251.0,1249,US,1783,N898US,69.0,70.0,56.0,2.0,3.0,ROC,PHL,257.0,7.0,6.0,0,,0,,,,,,YES,YES
37991,2006-01-11,1836.0,1835,,2035,US,1103,N425US,,120.0,,,1.0,BDL,CLT,644.0,0.0,17.0,0,,1,0.0,0.0,0.0,0.0,0.0,YES,YES
41237,2007-01-02,821.0,820,848.0,855,WN,289,N616SW,87.0,95.0,75.0,-7.0,1.0,IND,MCI,451.0,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
2260,1988-01-26,1409.0,1410,1547.0,1530,PI,948,,98.0,80.0,,17.0,-1.0,EWR,ROA,389.0,,,0,,0,,,,,,YES,NO
747,1987-10-15,1721.0,1710,1838.0,1824,PS,1491,,77.0,74.0,,14.0,11.0,SNA,OAK,371.0,,,0,,0,,,,,,YES,YES
29836,2001-01-27,1949.0,1950,2032.0,2056,US,440,N723äæ,43.0,66.0,25.0,-24.0,-1.0,PHL,DCA,119.0,2.0,16.0,0,,0,,,,,,NO,NO
4199,1989-01-14,1354.0,1325,1649.0,1647,UA,185,,295.0,322.0,,2.0,29.0,SFO,HNL,2398.0,,,0,,0,,,,,,YES,YES
33483,2003-01-15,1321.0,1325,1618.0,1627,UA,1076,N801UA,117.0,122.0,95.0,-9.0,-4.0,ORD,BTV,763.0,3.0,19.0,0,,0,,,,,,NO,NO
21031,1997-01-30,2135.0,2135,2344.0,2340,WN,1389,N683,69.0,65.0,61.0,4.0,0.0,BUR,PHX,369.0,2.0,6.0,0,,0,,,,,,YES,NO
17123,1995-01-28,801.0,800,911.0,913,US,1058,N422US,70.0,73.0,53.0,-2.0,1.0,RDU,PHL,336.0,8.0,9.0,0,,0,,,,,,NO,YES
22691,1998-01-27,821.0,825,1045.0,1057,HP,2606,N304AW,264.0,272.0,247.0,-12.0,-4.0,CLE,PHX,1737.0,6.0,11.0,0,,0,,,,,,NO,NO
34574,2004-01-03,1227.0,1210,1507.0,1422,UA,477,N413UA,280.0,252.0,266.0,45.0,17.0,ORD,SAN,1723.0,2.0,12.0,0,,0,17.0,0.0,28.0,0.0,0.0,YES,YES
18493,1996-01-06,714.0,714,931.0,932,HP,1404,N305AW,77.0,78.0,62.0,-1.0,0.0,BUR,PHX,369.0,4.0,11.0,0,,0,,,,,,NO,NO
17852,1995-01-30,804.0,804,1130.0,1113,TW,430,N984Z,146.0,129.0,109.0,17.0,0.0,STL,PHL,813.0,3.0,34.0,0,,0,,,,,,YES,NO
7680,1990-01-07,1323.0,1320,1440.0,1449,US,56,,77.0,89.0,,-9.0,3.0,PIT,ISP,375.0,,,0,,0,,,,,,NO,YES
1949,1987-10-05,1930.0,1930,2024.0,2023,PS,1549,,54.0,53.0,,1.0,0.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,NO
29555,2001-01-11,1902.0,1910,2000.0,2014,US,433,N803äâ,58.0,64.0,48.0,-14.0,-8.0,AVP,PIT,243.0,4.0,6.0,0,,0,,,,,,NO,NO
31260,2002-01-09,954.0,1000,1120.0,1127,US,774,N384äâ,86.0,87.0,61.0,-7.0,-6.0,CLE,CLT,430.0,7.0,18.0,0,,0,,,,,,NO,NO
1023,1987-10-27,849.0,843,1144.0,1135,PS,1504,,115.0,112.0,,9.0,6.0,LAX,ABQ,677.0,,,0,,0,,,,,,YES,YES
42500,2008-01-03,712.0,715,833.0,835,WN,748,N416WN,81.0,80.0,61.0,-2.0,-3.0,MCI,MDW,405.0,7.0,13.0,0,,0,,,,,,NO,NO
20997,1997-01-24,1750.0,1745,2004.0,2000,WN,1014,N342,74.0,75.0,60.0,4.0,5.0,BUR,PHX,369.0,3.0,11.0,0,,0,,,,,,YES,YES
20167,1997-01-23,1939.0,1930,2203.0,2136,DL,345,N750AT,264.0,246.0,224.0,27.0,9.0,ATL,PHX,1587.0,4.0,36.0,0,,0,,,,,,YES,YES
6049,1990-01-26,1812.0,1805,1946.0,1939,US,29,,274.0,274.0,,7.0,7.0,IND,LAX,1814.0,,,0,,0,,,,,,YES,YES
28080,2001-01-18,1422.0,1425,1546.0,1551,US,378,N732äæ,84.0,86.0,71.0,-5.0,-3.0,CLE,CLT,430.0,6.0,7.0,0,,0,,,,,,NO,NO
5359,1989-01-05,1156.0,1155,1453.0,1453,UA,222,,117.0,118.0,,0.0,1.0,ORD,BTV,763.0,,,0,,0,,,,,,NO,YES
41978,2007-01-02,947.0,940,1106.0,1105,WN,929,N509,79.0,85.0,67.0,1.0,7.0,MDW,MCI,405.0,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
32123,2003-01-07,1306.0,1310,,1357,UA,1027,N364UA,,107.0,,,-4.0,BUF,ORD,473.0,0.0,29.0,0,,1,,,,,,YES,NO
7009,1990-01-03,712.0,650,840.0,758,US,43,,88.0,68.0,,42.0,22.0,CLE,PHL,363.0,,,0,,0,,,,,,YES,YES
13712,1993-01-30,2228.0,2230,2331.0,2331,US,106,,63.0,61.0,,0.0,-2.0,LAS,LAX,236.0,,,0,,0,,,,,,NO,NO
16008,1995-01-22,701.0,645,947.0,937,UA,482,N7295U,106.0,112.0,85.0,10.0,16.0,ORD,PHL,678.0,4.0,17.0,0,,0,,,,,,YES,YES
2415,1988-01-02,1707.0,1710,1826.0,1825,PI,953,,79.0,75.0,,1.0,-3.0,JFK,BUF,301.0,,,0,,0,,,,,,YES,NO
18535,1996-01-17,1748.0,1740,2003.0,1956,HP,1649,N313AW,75.0,76.0,64.0,7.0,8.0,BUR,PHX,369.0,3.0,8.0,0,,0,,,,,,YES,YES
27447,2000-01-23,1330.0,1255,1545.0,1457,DL,159,N283WA,255.0,242.0,224.0,48.0,35.0,CVG,PHX,1569.0,3.0,28.0,0,,0,,,,,,YES,YES
12861,1993-01-02,831.0,830,943.0,952,US,88,,72.0,82.0,,-9.0,1.0,PIT,BDL,406.0,,,0,,0,,,,,,NO,YES
7891,1990-01-18,1320.0,1315,2040.0,2041,US,58,,260.0,266.0,,-1.0,5.0,SAN,PIT,2106.0,,,0,,0,,,,,,NO,YES
17748,1995-01-19,1255.0,1210,1508.0,1436,US,2199,N273AU,133.0,146.0,122.0,32.0,45.0,SRQ,PHL,956.0,4.0,7.0,0,,0,,,,,,YES,YES
11077,1992-01-16,1645.0,1645,1750.0,1745,US,76,,65.0,60.0,,5.0,0.0,PIT,ABE,253.0,,,0,,0,,,,,,YES,NO
16381,1995-01-02,1249.0,1245,1509.0,1521,US,531,N398US,140.0,156.0,127.0,-12.0,4.0,PBI,PHL,951.0,3.0,10.0,0,,0,,,,,,NO,YES
21814,1997-01-24,1157.0,1125,1345.0,1313,UA,419,N583UA,108.0,108.0,94.0,32.0,32.0,DEN,PHX,602.0,3.0,11.0,0,,0,,,,,,YES,YES
26111,2000-01-05,,921,,1051,HP,2286,UNKNOW,,150.0,,,,AUS,PHX,872.0,0.0,0.0,1,,0,,,,,,YES,YES
32349,2003-01-06,1459.0,1510,1609.0,1620,UA,1041,N919UA,130.0,130.0,115.0,-11.0,-11.0,AUS,DEN,775.0,5.0,10.0,0,,0,,,,,,NO,NO
10548,1992-01-19,1314.0,1315,1415.0,1416,US,63,,61.0,61.0,,-1.0,-1.0,CLE,IND,261.0,,,0,,0,,,,,,NO,NO
19446,1996-01-19,1351.0,1200,1537.0,1351,UA,419,N1811U,106.0,111.0,92.0,106.0,111.0,DEN,PHX,602.0,4.0,10.0,0,,0,,,,,,YES,YES
41773,2007-01-02,2027.0,1945,2255.0,2220,WN,2315,N205,148.0,155.0,134.0,35.0,42.0,MCO,BDL,1050.0,4.0,10.0,0,,0,0.0,0.0,0.0,0.0,35.0,YES,YES
19836,1996-01-27,1924.0,0,2042.0,0,AA,1107,N516AA,138.0,153.0,124.0,-14.0,1.0,DFW,PHX,868.0,3.0,11.0,0,,0,,,,,,NO,YES
8073,1991-01-20,1320.0,1320,1437.0,1425,US,114,,77.0,65.0,,12.0,0.0,PIT,SWF,328.0,,,0,,0,,,,,,YES,NO
13788,1993-01-21,702.0,700,900.0,856,US,109,,118.0,116.0,,4.0,2.0,PHL,IND,587.0,,,0,,0,,,,,,YES,YES
31699,2002-01-29,555.0,600,845.0,845,US,796,N742äæ,110.0,105.0,95.0,0.0,-5.0,MSY,CLT,651.0,5.0,10.0,0,,0,,,,,,NO,NO
39629,2006-01-12,2129.0,2130,2259.0,2318,US,1130,N738UW,90.0,108.0,71.0,-19.0,-1.0,CLT,DTW,500.0,5.0,14.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
21292,1997-01-16,1858.0,1855,2113.0,2105,HP,2864,N632AW,255.0,250.0,235.0,8.0,3.0,CMH,PHX,1671.0,4.0,16.0,0,,0,,,,,,YES,YES
34714,2004-01-08,751.0,755,1151.0,1214,UA,480,N904UA,180.0,199.0,161.0,-23.0,-4.0,TUS,ORD,1437.0,8.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
39967,2006-01-12,1329.0,1330,1421.0,1423,US,1635,N808MD,52.0,53.0,33.0,-2.0,-1.0,FLL,EYW,145.0,3.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
20187,1997-01-12,1553.0,1550,1806.0,1747,DL,411,N639DL,253.0,237.0,229.0,19.0,3.0,ATL,PHX,1587.0,6.0,18.0,0,,0,,,,,,YES,YES
24011,1999-01-20,1550.0,1535,1700.0,1645,US,297,N882US,70.0,70.0,55.0,15.0,15.0,ROC,PHL,257.0,10.0,5.0,0,,0,,,,,,YES,YES
10024,1992-01-01,942.0,945,1104.0,1123,US,53,,262.0,278.0,,-19.0,-3.0,IND,LAX,1814.0,,,0,,0,,,,,,NO,NO
15815,1994-01-02,1902.0,1835,1938.0,1912,US,275,,36.0,37.0,,26.0,27.0,ERI,PIT,109.0,,,0,,0,,,,,,YES,YES
40656,2007-01-02,1240.0,1245,1456.0,1500,WN,444,N258,136.0,135.0,119.0,-4.0,-5.0,BWI,MCO,787.0,6.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
25628,1999-01-13,1420.0,1420,1532.0,1530,WN,552,N320,72.0,70.0,59.0,2.0,0.0,ABQ,PHX,328.0,5.0,8.0,0,,0,,,,,,YES,NO
29246,2001-01-03,,910,,951,US,425,äNKNOæ,,101.0,,,,PIT,BNA,462.0,0.0,0.0,1,,0,,,,,,YES,YES
10833,1992-01-06,658.0,700,802.0,807,US,69,,64.0,67.0,,-5.0,-2.0,RIC,PIT,259.0,,,0,,0,,,,,,NO,NO
18743,1996-01-18,1740.0,1740,1950.0,1955,WN,1704,N605,70.0,75.0,56.0,-5.0,0.0,BUR,PHX,369.0,5.0,9.0,0,,0,,,,,,NO,NO
41841,2007-01-02,650.0,645,858.0,910,WN,2538,N314SW,128.0,145.0,116.0,-12.0,5.0,MCO,PHL,861.0,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
31407,2002-01-22,1751.0,1755,2007.0,2012,US,781,N413äâ,136.0,137.0,115.0,-5.0,-4.0,PIT,MCO,834.0,7.0,14.0,0,,0,,,,,,NO,NO
30965,2002-01-31,1454.0,1425,1723.0,1702,US,763,N418äâ,149.0,157.0,135.0,21.0,29.0,PHL,PBI,951.0,5.0,9.0,0,,0,,,,,,YES,YES
32141,2003-01-25,1303.0,1310,1353.0,1357,UA,1027,N337UA,110.0,107.0,89.0,-4.0,-7.0,BUF,ORD,473.0,4.0,17.0,0,,0,,,,,,NO,NO
4130,1989-01-03,1751.0,1740,1836.0,1820,UA,185,,45.0,40.0,,16.0,11.0,HNL,LIH,102.0,,,0,,0,,,,,,YES,YES
28891,2001-01-27,752.0,800,937.0,938,US,409,N865äâ,105.0,98.0,75.0,-1.0,-8.0,PHL,CLE,363.0,9.0,21.0,0,,0,,,,,,NO,NO
6980,1990-01-04,,1850,,1948,US,42,,,58.0,,,,EWR,SYR,194.0,,,1,,0,,,,,,YES,YES
35021,2004-01-10,857.0,900,1158.0,1152,UA,486,N803UA,121.0,112.0,84.0,6.0,-3.0,ORD,PHL,678.0,7.0,30.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
40250,2007-01-02,1355.0,1345,1729.0,1720,WN,2597,N636WN,154.0,155.0,142.0,9.0,10.0,ABQ,MDW,1121.0,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
30496,2002-01-20,1753.0,1735,2007.0,1949,US,750,N511Aä,134.0,134.0,114.0,18.0,18.0,PBI,DCA,857.0,5.0,15.0,0,,0,,,,,,YES,YES
42107,2008-01-03,1117.0,1050,1325.0,1325,WN,1636,N321SW,128.0,155.0,116.0,0.0,27.0,LAS,GEG,806.0,3.0,9.0,0,,0,,,,,,NO,YES
3571,1988-01-19,727.0,725,853.0,855,PS,1451,,86.0,90.0,,-2.0,2.0,SAN,SFO,447.0,,,0,,0,,,,,,NO,YES
39173,2006-01-11,1407.0,1405,1459.0,1504,US,807,N801AW,112.0,119.0,99.0,-5.0,2.0,PHX,SFO,651.0,4.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
31891,2002-01-31,1821.0,1750,2059.0,2037,US,803,N607Aä,158.0,167.0,131.0,22.0,31.0,PHL,FLL,992.0,5.0,22.0,0,,0,,,,,,YES,YES
26721,2000-01-09,1525.0,1525,1740.0,1740,WN,506,N317,75.0,75.0,61.0,0.0,0.0,BUR,PHX,369.0,4.0,10.0,0,,0,,,,,,NO,NO
2311,1988-01-21,1605.0,1600,1651.0,1642,PI,948,,46.0,42.0,,9.0,5.0,ROA,CLT,155.0,,,0,,0,,,,,,YES,YES
21557,1997-01-07,,1135,,1324,HP,2024,N188AW,,109.0,,,,DEN,PHX,602.0,0.0,0.0,1,,0,,,,,,YES,YES
9167,1991-01-07,1627.0,1600,1719.0,1646,US,134,,52.0,46.0,,33.0,27.0,ICT,MCI,186.0,,,0,,0,,,,,,YES,YES
2109,1988-01-10,1720.0,1705,1824.0,1810,PI,944,,64.0,65.0,,14.0,15.0,SYR,BOS,264.0,,,0,,0,,,,,,YES,YES
12238,1993-01-14,1733.0,1715,2115.0,2057,US,72,,162.0,162.0,,18.0,18.0,DFW,PIT,1068.0,,,0,,0,,,,,,YES,YES
40058,2007-01-01,959.0,1000,1222.0,1225,WN,1477,N390SW,83.0,85.0,70.0,-3.0,-1.0,STL,CLE,487.0,5.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
33688,2003-01-14,1256.0,1300,1403.0,1414,UA,1081,N834UA,127.0,134.0,111.0,-11.0,-4.0,PHL,ORD,678.0,6.0,10.0,0,,0,,,,,,NO,NO
31775,2002-01-08,1925.0,1855,2013.0,2003,US,799,N577äâ,108.0,128.0,93.0,10.0,30.0,CLT,STL,575.0,4.0,11.0,0,,0,,,,,,YES,YES
10912,1992-01-18,903.0,840,1155.0,1106,US,71,,352.0,326.0,,49.0,23.0,PIT,LAX,2136.0,,,0,,0,,,,,,YES,YES
29527,2001-01-14,751.0,745,902.0,907,US,432,-N959å,71.0,82.0,54.0,-5.0,6.0,PIT,EWR,319.0,4.0,13.0,0,,0,,,,,,NO,YES
43229,2008-01-03,940.0,940,1109.0,1100,WN,397,N424WN,89.0,80.0,66.0,9.0,0.0,PDX,RNO,444.0,18.0,5.0,0,,0,,,,,,YES,NO
26470,2000-01-27,1747.0,1747,2131.0,2135,HP,2442,N648AW,344.0,348.0,289.0,-4.0,0.0,BOS,PHX,2300.0,18.0,37.0,0,,0,,,,,,NO,NO
34313,2004-01-12,915.0,921,1511.0,1505,UA,470,N572UA,236.0,224.0,194.0,6.0,-6.0,SEA,ORD,1721.0,9.0,33.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
37114,2005-01-21,1256.0,1300,1443.0,1443,UA,580,N366UA,107.0,103.0,78.0,0.0,-4.0,SFO,PDX,550.0,4.0,25.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
39099,2006-01-11,1718.0,1718,1724.0,1724,US,694,N628AW,66.0,66.0,47.0,0.0,0.0,PHX,LAS,256.0,5.0,14.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
1862,1987-10-21,631.0,630,724.0,723,PS,1546,,53.0,53.0,,1.0,1.0,SJC,BUR,296.0,,,0,,0,,,,,,YES,YES
12548,1993-01-12,1202.0,1200,1326.0,1332,US,80,,84.0,92.0,,-6.0,2.0,DCA,BOS,399.0,,,0,,0,,,,,,NO,YES
10906,1992-01-12,841.0,840,1030.0,1106,US,71,,289.0,326.0,,-36.0,1.0,PIT,LAX,2136.0,,,0,,0,,,,,,NO,YES
38227,2006-01-11,1918.0,1915,2117.0,2111,US,554,N420US,119.0,116.0,98.0,6.0,3.0,CLT,MIA,650.0,5.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
40330,2007-01-02,1403.0,1355,1501.0,1455,WN,2108,N352,58.0,60.0,47.0,6.0,8.0,AUS,HRL,273.0,3.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
25140,1999-01-22,1235.0,1220,1506.0,1447,US,380,N824US,151.0,147.0,135.0,19.0,15.0,TPA,PHL,920.0,6.0,10.0,0,,0,,,,,,YES,YES
43951,2008-01-03,1151.0,1125,1237.0,1220,WN,2969,N642WN,46.0,55.0,34.0,17.0,26.0,SJC,RNO,188.0,4.0,8.0,0,,0,7.0,0.0,0.0,0.0,10.0,YES,YES
29641,2001-01-08,1828.0,1829,2018.0,2028,US,435,N376äâ,110.0,119.0,83.0,-10.0,-1.0,BOS,PIT,496.0,5.0,22.0,0,,0,,,,,,NO,NO
2060,1988-01-19,1110.0,1110,1152.0,1145,PI,943,,42.0,35.0,,7.0,0.0,SYR,BUF,134.0,,,0,,0,,,,,,YES,NO
39170,2006-01-11,824.0,832,1028.0,1029,US,79,N813AW,184.0,177.0,162.0,-1.0,-8.0,PHX,SEA,1107.0,5.0,17.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
19310,1996-01-02,1415.0,1415,1549.0,1600,HP,605,N179AW,94.0,105.0,80.0,-11.0,0.0,DEN,PHX,602.0,3.0,11.0,0,,0,,,,,,NO,NO
29642,2001-01-09,1824.0,1829,2003.0,2028,US,435,N523Aä,99.0,119.0,79.0,-25.0,-5.0,BOS,PIT,496.0,5.0,15.0,0,,0,,,,,,NO,NO
18460,1996-01-04,1512.0,1512,1732.0,1730,HP,460,N306AW,80.0,78.0,65.0,2.0,0.0,BUR,PHX,369.0,6.0,9.0,0,,0,,,,,,YES,NO
3585,1988-01-02,926.0,925,1022.0,1018,PS,1451,,56.0,53.0,,4.0,1.0,SFO,RNO,192.0,,,0,,0,,,,,,YES,YES
10211,1992-01-27,1253.0,1255,1519.0,1516,US,57,,206.0,201.0,,3.0,-2.0,PIT,IAH,1117.0,,,0,,0,,,,,,YES,NO
7139,1990-01-15,1245.0,1245,1343.0,1344,US,45,,58.0,59.0,,-1.0,0.0,DCA,PIT,205.0,,,0,,0,,,,,,NO,NO
40938,2007-01-02,2040.0,2025,2351.0,2335,WN,1135,N216,131.0,130.0,116.0,16.0,15.0,DEN,MDW,895.0,5.0,10.0,0,,0,15.0,0.0,1.0,0.0,0.0,YES,YES
36819,2005-01-17,1616.0,1350,1829.0,1608,UA,570,N520UA,73.0,78.0,52.0,141.0,146.0,ORD,CLE,316.0,6.0,15.0,0,,0,0.0,0.0,141.0,0.0,0.0,YES,YES
36321,2005-01-14,,2300,,442,UA,552,000000,,222.0,,,,SAN,ORD,1723.0,0.0,0.0,1,B,0,0.0,0.0,0.0,0.0,0.0,YES,YES
8059,1991-01-05,1331.0,1315,1441.0,1423,US,114,,70.0,68.0,,18.0,16.0,PIT,GSO,304.0,,,0,,0,,,,,,YES,YES
