date,maxTemp,meanTemp,minTemp
10/30/08,62.0,47.0,31.0
3/30/04,55.0,47.0,37.0
12/2/12,63.0,54.0,44.0
3/23/02,51.0,39.0,27.0
9/25/06,72.0,60.0,47.0
7/9/06,88.0,80.0,72.0
11/2/10,52.0,42.0,32.0
2/15/07,14.0,8.0,2.0
3/12/01,48.0,40.0,31.0
3/16/08,37.0,32.0,26.0
10/15/07,74.0,63.0,51.0
3/29/12,48.0,44.0,40.0
1/11/15,32.0,27.0,22.0
2/7/04,28.0,22.0,10.0
7/6/03,88.0,78.0,68.0
12/10/09,13.0,7.0,0.0
9/21/12,60.0,54.0,48.0
6/2/14,83.0,76.0,68.0
1/1/08,27.0,16.0,4.0
6/4/07,71.0,65.0,58.0
6/1/03,63.0,51.0,39.0
3/19/05,50.0,42.0,33.0
4/27/10,51.0,44.0,37.0
4/20/12,47.0,45.0,42.0
12/24/10,32.0,30.0,27.0
6/4/08,78.0,66.0,54.0
6/17/10,84.0,74.0,64.0
5/28/10,79.0,68.0,57.0
8/26/07,79.0,70.0,60.0
8/25/11,83.0,74.0,64.0
1/26/04,24.0,22.0,19.0
5/31/04,66.0,62.0,57.0
7/11/05,89.0,76.0,63.0
7/15/10,90.0,81.0,71.0
4/24/06,73.0,56.0,39.0
4/29/04,78.0,68.0,59.0
1/22/10,35.0,34.0,33.0
7/5/14,77.0,69.0,60.0
5/5/09,71.0,60.0,49.0
8/11/12,78.0,67.0,56.0
4/6/10,76.0,62.0,47.0
9/25/08,,,
1/30/11,30.0,28.0,26.0
3/10/01,48.0,34.0,19.0
8/6/10,82.0,73.0,64.0
5/20/05,68.0,58.0,47.0
1/3/05,36.0,34.0,32.0
7/25/04,73.0,67.0,62.0
11/2/06,34.0,29.0,24.0
9/6/02,84.0,72.0,60.0
11/9/14,52.0,44.0,35.0
11/22/05,39.0,32.0,24.0
9/9/12,72.0,64.0,55.0
1/18/06,35.0,28.0,20.0
2/17/02,37.0,32.0,26.0
3/31/01,55.0,46.0,36.0
10/29/07,61.0,50.0,39.0
6/28/05,94.0,85.0,76.0
6/26/14,78.0,69.0,59.0
3/7/03,35.0,30.0,24.0
5/9/12,60.0,54.0,47.0
9/19/06,55.0,51.0,47.0
5/31/03,57.0,50.0,43.0
10/20/11,47.0,45.0,43.0
1/23/12,46.0,38.0,30.0
7/29/09,81.0,72.0,62.0
9/23/12,61.0,51.0,40.0
12/15/13,23.0,17.0,10.0
12/2/13,44.0,37.0,29.0
4/7/14,54.0,45.0,36.0
2/6/12,33.0,32.0,30.0
4/27/14,60.0,51.0,42.0
4/12/12,63.0,48.0,32.0
12/29/09,24.0,16.0,8.0
11/24/09,50.0,45.0,40.0
8/25/02,84.0,74.0,64.0
4/13/13,45.0,40.0,34.0
5/24/01,60.0,52.0,44.0
8/31/09,68.0,59.0,49.0
6/24/05,96.0,86.0,76.0
12/2/04,37.0,32.0,26.0
3/8/05,30.0,24.0,18.0
12/5/06,34.0,21.0,7.0
5/12/01,57.0,47.0,39.0
4/4/07,35.0,32.0,28.0
11/26/09,42.0,38.0,33.0
8/31/03,70.0,66.0,61.0
10/29/11,55.0,45.0,34.0
5/25/03,66.0,57.0,48.0
10/3/07,74.0,65.0,55.0
2/7/08,27.0,26.0,24.0
9/19/05,84.0,75.0,65.0
12/13/06,45.0,39.0,33.0
4/19/08,65.0,56.0,47.0
1/26/11,28.0,23.0,18.0
7/20/10,86.0,77.0,68.0
5/4/11,59.0,48.0,37.0
3/22/06,48.0,36.0,25.0
11/7/06,54.0,50.0,46.0
5/22/08,59.0,52.0,45.0
7/28/04,84.0,68.0,55.0
2/13/08,21.0,14.0,7.0
7/13/11,74.0,69.0,63.0
2/4/11,25.0,15.0,5.0
4/1/05,55.0,45.0,35.0
1/12/07,48.0,41.0,33.0
9/17/10,74.0,62.0,49.0
12/17/10,22.0,18.0,13.0
5/7/08,70.0,60.0,49.0
9/29/08,,,
12/28/06,48.0,42.0,36.0
12/14/08,50.0,41.0,31.0
8/2/06,97.0,87.0,77.0
2/16/10,32.0,29.0,25.0
3/15/04,36.0,32.0,27.0
3/15/05,39.0,30.0,21.0
10/25/03,57.0,52.0,46.0
12/6/01,51.0,44.0,37.0
8/28/09,68.0,64.0,60.0
9/18/13,81.0,71.0,60.0
2/1/15,31.0,25.0,19.0
4/10/10,74.0,56.0,38.0
4/26/05,57.0,50.0,43.0
4/14/14,63.0,47.0,30.0
3/11/09,33.0,25.0,17.0
6/4/10,83.0,70.0,57.0
3/23/04,60.0,46.0,32.0
4/23/03,55.0,44.0,32.0
10/21/12,68.0,53.0,37.0
3/31/09,53.0,45.0,37.0
11/4/13,58.0,50.0,42.0
11/27/14,27.0,21.0,15.0
4/15/06,66.0,58.0,48.0
7/8/05,85.0,73.0,60.0
6/21/12,85.0,78.0,70.0
12/22/10,35.0,27.0,18.0
10/22/05,54.0,46.0,38.0
8/8/14,82.0,74.0,66.0
6/12/01,86.0,74.0,63.0
5/11/06,59.0,48.0,37.0
12/16/09,23.0,14.0,5.0
7/30/13,74.0,66.0,57.0
9/6/06,82.0,70.0,57.0
6/27/09,89.0,76.0,62.0
4/23/06,72.0,58.0,45.0
11/1/07,54.0,45.0,35.0
11/4/05,70.0,60.0,49.0
9/12/02,78.0,64.0,50.0
1/20/11,19.0,12.0,5.0
5/29/08,67.0,55.0,42.0
10/12/09,48.0,45.0,41.0
8/5/01,89.0,76.0,64.0
6/15/14,84.0,72.0,60.0
12/2/05,24.0,19.0,13.0
9/2/07,85.0,73.0,61.0
8/1/10,86.0,76.0,65.0
5/31/05,72.0,59.0,46.0
9/19/07,84.0,75.0,65.0
7/31/04,84.0,72.0,63.0
1/23/06,30.0,27.0,23.0
12/7/01,45.0,40.0,35.0
3/21/09,61.0,49.0,37.0
6/11/14,67.0,62.0,57.0
6/23/10,87.0,78.0,69.0
2/4/07,2.0,-2.0,-6.0
12/3/10,31.0,25.0,18.0
9/5/07,90.0,78.0,66.0
6/22/04,73.0,64.0,55.0
10/25/01,39.0,38.0,36.0
10/14/04,55.0,52.0,48.0
2/27/07,33.0,31.0,29.0
2/17/06,24.0,14.0,3.0
9/14/08,72.0,65.0,58.0
11/17/03,53.0,44.0,35.0
3/10/09,61.0,47.0,33.0
12/8/06,21.0,13.0,4.0
6/17/08,76.0,66.0,55.0
6/1/05,80.0,65.0,50.0
12/3/04,36.0,30.0,23.0
4/1/13,41.0,35.0,29.0
5/14/01,66.0,54.0,44.0
10/20/09,62.0,55.0,48.0
4/28/05,57.0,48.0,38.0
8/19/12,79.0,70.0,60.0
6/4/14,70.0,63.0,55.0
8/14/07,84.0,75.0,65.0
2/4/12,42.0,36.0,29.0
1/18/12,26.0,18.0,10.0
8/12/03,75.0,70.0,66.0
5/27/04,78.0,62.0,48.0
12/27/14,49.0,40.0,31.0
6/3/04,69.0,59.0,50.0
9/17/03,82.0,68.0,53.0
12/23/09,32.0,32.0,31.0
4/24/05,54.0,44.0,33.0
8/4/02,89.0,80.0,73.0
11/29/03,37.0,30.0,24.0
6/14/12,87.0,72.0,56.0
4/14/13,69.0,54.0,38.0
5/9/07,77.0,69.0,61.0
8/1/02,93.0,84.0,75.0
12/22/02,30.0,28.0,25.0
11/25/02,30.0,26.0,21.0
1/9/02,54.0,46.0,37.0
11/25/11,57.0,50.0,42.0
7/16/11,89.0,80.0,71.0
5/10/07,84.0,70.0,56.0
12/30/09,31.0,23.0,14.0
3/13/13,33.0,28.0,22.0
2/7/15,41.0,30.0,18.0
5/8/01,75.0,62.0,48.0
8/7/13,89.0,78.0,67.0
11/29/14,51.0,40.0,29.0
5/25/12,83.0,74.0,65.0
8/16/12,76.0,69.0,62.0
4/20/11,43.0,38.0,32.0
7/23/05,83.0,74.0,64.0
5/19/13,86.0,72.0,58.0
7/6/11,86.0,78.0,70.0
5/4/13,71.0,60.0,48.0
7/30/09,79.0,69.0,59.0
9/2/10,83.0,74.0,65.0
4/13/02,62.0,52.0,42.0
8/26/05,83.0,75.0,66.0
12/2/07,45.0,36.0,27.0
9/3/05,80.0,69.0,58.0
5/25/14,83.0,67.0,50.0
4/11/05,75.0,65.0,57.0
7/23/01,91.0,82.0,73.0
6/3/14,81.0,74.0,66.0
3/15/01,44.0,38.0,33.0
12/6/08,32.0,23.0,13.0
11/28/04,43.0,38.0,34.0
10/27/06,45.0,42.0,38.0
3/6/04,45.0,41.0,37.0
6/30/04,82.0,72.0,62.0
12/12/02,37.0,32.0,28.0
10/28/01,54.0,42.0,32.0
3/31/13,59.0,48.0,36.0
10/24/12,78.0,68.0,58.0
12/25/10,31.0,26.0,20.0
1/27/02,59.0,48.0,37.0
11/12/03,61.0,48.0,35.0
10/27/10,65.0,54.0,43.0
2/20/06,33.0,23.0,12.0
5/30/07,87.0,77.0,66.0
10/14/13,62.0,52.0,42.0
5/12/13,55.0,46.0,37.0
10/28/12,49.0,44.0,38.0
1/9/07,33.0,28.0,22.0
11/14/05,49.0,39.0,28.0
7/8/11,86.0,74.0,61.0
9/17/05,77.0,65.0,52.0
5/27/10,77.0,69.0,61.0
5/8/13,79.0,64.0,48.0
8/16/08,83.0,71.0,58.0
10/16/11,62.0,55.0,48.0
10/20/05,56.0,51.0,45.0
3/10/11,37.0,35.0,32.0
3/18/13,35.0,28.0,21.0
5/1/01,82.0,72.0,62.0
9/30/07,83.0,71.0,59.0
6/7/06,82.0,73.0,63.0
10/7/11,84.0,69.0,54.0
12/9/01,39.0,31.0,23.0
8/13/11,83.0,73.0,62.0
12/24/05,39.0,37.0,34.0
3/29/06,51.0,42.0,33.0
1/10/14,40.0,34.0,27.0
9/15/12,79.0,65.0,50.0
3/11/13,48.0,41.0,33.0
1/24/12,37.0,31.0,25.0
11/3/07,55.0,46.0,36.0
11/12/11,60.0,48.0,36.0
11/19/08,44.0,37.0,29.0
4/11/01,77.0,62.0,48.0
10/3/04,70.0,53.0,37.0
1/18/11,32.0,26.0,19.0
12/8/04,41.0,39.0,37.0
9/16/04,73.0,67.0,61.0
3/23/12,63.0,59.0,55.0
7/11/07,77.0,70.0,62.0
7/19/02,81.0,76.0,71.0
7/25/01,75.0,70.0,66.0
12/21/10,31.0,29.0,26.0
5/18/04,64.0,62.0,50.0
12/30/04,55.0,44.0,33.0
11/30/14,50.0,37.0,24.0
5/7/02,68.0,56.0,44.0
1/28/02,46.0,41.0,36.0
4/10/03,57.0,42.0,28.0
5/9/04,88.0,70.0,54.0
11/1/13,48.0,46.0,43.0
2/25/08,34.0,33.0,31.0
10/29/12,51.0,44.0,36.0
6/17/06,91.0,82.0,73.0
1/17/12,39.0,28.0,17.0
1/26/12,38.0,35.0,32.0
3/1/04,60.0,53.0,45.0
6/13/11,72.0,63.0,54.0
1/10/07,35.0,27.0,18.0
11/7/03,44.0,36.0,26.0
2/23/02,46.0,35.0,24.0
9/28/05,73.0,62.0,50.0
3/10/10,62.0,54.0,46.0
7/31/14,84.0,72.0,59.0
10/4/09,60.0,53.0,45.0
12/24/01,21.0,18.0,15.0
7/2/08,87.0,75.0,63.0
10/30/14,51.0,42.0,32.0
12/27/07,38.0,34.0,30.0
10/16/03,53.0,46.0,37.0
1/11/05,36.0,34.0,33.0
1/9/10,22.0,14.0,6.0
6/23/13,87.0,77.0,66.0
1/5/07,50.0,46.0,42.0
11/5/11,58.0,46.0,34.0
2/8/01,53.0,42.0,33.0
7/25/14,75.0,65.0,55.0
5/31/13,77.0,71.0,64.0
5/2/11,59.0,51.0,42.0
11/10/06,48.0,43.0,37.0
11/20/13,45.0,37.0,28.0
5/8/02,64.0,54.0,44.0
4/24/09,84.0,67.0,49.0
8/14/02,77.0,70.0,64.0
12/13/11,45.0,42.0,38.0
8/26/09,73.0,68.0,62.0
12/14/11,55.0,48.0,41.0
2/5/03,27.0,18.0,8.0
1/21/12,25.0,21.0,16.0
9/26/06,71.0,59.0,47.0
3/20/11,57.0,49.0,40.0
1/17/01,26.0,22.0,19.0
8/25/04,77.0,70.0,66.0
7/16/02,89.0,80.0,70.0
4/1/06,46.0,42.0,39.0
1/12/15,28.0,22.0,15.0
9/25/14,74.0,65.0,56.0
2/8/12,37.0,31.0,25.0
10/27/09,51.0,48.0,45.0
2/16/14,29.0,23.0,17.0
6/6/08,87.0,80.0,73.0
8/28/04,77.0,68.0,59.0
10/10/10,84.0,71.0,57.0
2/11/06,35.0,31.0,26.0
3/11/12,69.0,55.0,41.0
6/11/12,90.0,80.0,70.0
3/25/03,57.0,50.0,41.0
7/30/14,79.0,69.0,59.0
9/3/03,82.0,71.0,60.0
9/28/09,62.0,56.0,49.0
5/12/07,64.0,55.0,46.0
3/3/09,30.0,23.0,16.0
10/26/13,55.0,46.0,37.0
4/15/12,77.0,69.0,61.0
9/17/12,78.0,67.0,55.0
4/17/03,44.0,42.0,39.0
9/24/06,66.0,58.0,49.0
4/18/11,41.0,37.0,32.0
2/8/06,30.0,26.0,21.0
8/21/02,87.0,75.0,64.0
4/8/14,60.0,50.0,40.0
2/11/13,45.0,37.0,29.0
5/5/14,55.0,49.0,43.0
6/11/08,86.0,74.0,61.0
12/13/03,30.0,21.0,12.0
10/4/14,47.0,41.0,35.0
6/10/01,82.0,74.0,66.0
2/10/03,27.0,18.0,9.0
2/14/15,27.0,14.0,1.0
10/28/13,53.0,44.0,35.0
3/26/04,66.0,56.0,45.0
1/2/13,30.0,20.0,10.0
11/29/11,44.0,38.0,31.0
1/16/08,40.0,30.0,20.0
11/17/13,69.0,56.0,43.0
12/15/10,25.0,14.0,2.0
1/30/01,37.0,34.0,32.0
4/8/10,40.0,37.0,34.0
4/19/01,68.0,50.0,35.0
10/20/04,53.0,52.0,50.0
10/3/09,57.0,52.0,47.0
4/26/08,57.0,48.0,38.0
12/16/11,34.0,30.0,26.0
7/4/05,87.0,77.0,67.0
8/7/07,91.0,82.0,72.0
1/2/09,30.0,24.0,18.0
5/6/03,72.0,60.0,48.0
9/30/10,74.0,63.0,52.0
12/24/13,18.0,8.0,-2.0
6/30/11,88.0,74.0,60.0
1/23/03,12.0,5.0,-2.0
1/14/15,19.0,10.0,1.0
2/20/10,39.0,35.0,30.0
7/26/08,84.0,75.0,65.0
7/28/01,78.0,71.0,64.0
8/2/12,93.0,80.0,66.0
12/23/01,32.0,26.0,21.0
10/21/07,80.0,70.0,60.0
4/1/07,61.0,54.0,46.0
8/18/06,84.0,78.0,72.0
2/18/10,39.0,32.0,25.0
9/9/07,80.0,72.0,63.0
9/3/13,77.0,67.0,57.0
10/15/03,62.0,50.0,39.0
10/3/12,63.0,61.0,59.0
2/20/07,45.0,38.0,30.0
4/4/08,54.0,46.0,38.0
10/13/05,72.0,61.0,49.0
8/20/03,89.0,76.0,64.0
5/31/10,81.0,74.0,66.0
9/5/02,82.0,71.0,61.0
9/24/09,73.0,69.0,64.0
6/10/06,63.0,56.0,50.0
8/6/11,85.0,79.0,72.0
3/23/11,41.0,35.0,28.0
11/28/01,41.0,38.0,35.0
2/12/05,51.0,42.0,33.0
1/8/14,17.0,6.0,-6.0
5/20/13,89.0,77.0,65.0
1/14/08,27.0,21.0,15.0
11/9/03,41.0,31.0,21.0
1/18/05,23.0,11.0,1.0
10/12/08,84.0,71.0,57.0
6/10/14,66.0,61.0,56.0
12/28/11,31.0,26.0,20.0
12/9/08,38.0,32.0,25.0
3/14/04,43.0,38.0,34.0
3/14/14,53.0,45.0,37.0
11/21/14,35.0,21.0,7.0
7/9/04,75.0,67.0,61.0
3/13/07,73.0,61.0,48.0
2/3/12,39.0,36.0,33.0
9/3/07,88.0,77.0,66.0
8/1/13,81.0,71.0,61.0
2/14/04,33.0,26.0,19.0
1/23/01,34.0,28.0,21.0
5/14/07,90.0,73.0,56.0
6/22/05,85.0,72.0,59.0
12/15/12,50.0,44.0,37.0
4/8/13,64.0,53.0,41.0
6/25/06,73.0,67.0,62.0
7/8/01,89.0,78.0,70.0
4/13/11,68.0,52.0,36.0
9/2/03,73.0,66.0,60.0
11/29/06,60.0,49.0,38.0
5/13/04,78.0,70.0,64.0
4/28/01,64.0,53.0,42.0
2/27/04,44.0,36.0,27.0
7/14/13,88.0,80.0,72.0
12/21/13,35.0,33.0,30.0
7/21/08,83.0,76.0,68.0
8/31/06,75.0,69.0,62.0
5/12/06,46.0,41.0,36.0
3/9/04,37.0,32.0,28.0
11/14/11,53.0,45.0,36.0
12/20/10,27.0,17.0,6.0
1/29/09,30.0,22.0,14.0
7/7/06,82.0,68.0,55.0
12/6/09,36.0,31.0,26.0
6/4/13,72.0,61.0,50.0
5/3/10,72.0,61.0,50.0
5/22/01,66.0,53.0,46.0
7/10/11,91.0,83.0,74.0
10/29/03,46.0,42.0,39.0
5/17/12,74.0,60.0,45.0
7/11/12,87.0,76.0,64.0
3/8/01,34.0,31.0,27.0
5/31/09,73.0,59.0,45.0
7/14/02,88.0,72.0,57.0
4/29/09,55.0,51.0,46.0
6/20/06,79.0,71.0,64.0
9/13/04,84.0,72.0,59.0
12/8/08,38.0,27.0,16.0
5/2/08,74.0,63.0,51.0
7/1/13,75.0,67.0,59.0
7/1/07,75.0,65.0,54.0
10/8/14,65.0,55.0,44.0
8/7/14,81.0,71.0,61.0
8/1/11,91.0,83.0,74.0
2/19/01,42.0,35.0,28.0
4/30/07,67.0,59.0,51.0
5/27/05,70.0,59.0,48.0
1/13/04,34.0,30.0,25.0
2/6/09,42.0,25.0,8.0
9/27/11,63.0,59.0,54.0
2/13/01,37.0,34.0,32.0
4/7/05,54.0,48.0,42.0
7/17/01,86.0,78.0,71.0
10/22/02,50.0,42.0,37.0
3/15/14,40.0,34.0,27.0
4/17/14,62.0,51.0,40.0
7/9/03,73.0,68.0,63.0
7/30/08,89.0,81.0,72.0
3/28/02,48.0,39.0,30.0
5/14/06,55.0,48.0,42.0
3/31/10,77.0,64.0,51.0
7/31/09,81.0,70.0,58.0
4/21/13,54.0,42.0,29.0
11/13/14,29.0,27.0,24.0
10/23/03,53.0,46.0,39.0
8/16/04,78.0,62.0,48.0
8/14/09,88.0,76.0,63.0
3/17/11,67.0,58.0,48.0
1/15/10,34.0,30.0,25.0
8/31/08,90.0,75.0,60.0
4/25/13,51.0,45.0,38.0
8/11/07,89.0,78.0,67.0
11/2/07,57.0,44.0,31.0
12/1/08,33.0,27.0,21.0
10/28/08,45.0,38.0,31.0
7/1/14,80.0,74.0,67.0
4/15/01,54.0,49.0,45.0
5/27/06,87.0,72.0,59.0
8/22/11,82.0,71.0,59.0
8/7/10,83.0,73.0,62.0
3/29/07,60.0,53.0,46.0
3/16/02,39.0,36.0,32.0
10/11/08,79.0,65.0,51.0
10/20/14,65.0,56.0,46.0
2/5/11,28.0,16.0,4.0
3/18/09,57.0,50.0,42.0
1/4/15,33.0,18.0,2.0
2/3/07,11.0,3.0,-6.0
9/20/14,77.0,70.0,63.0
2/25/06,41.0,31.0,21.0
6/30/08,80.0,70.0,59.0
5/4/01,60.0,54.0,48.0
5/8/04,82.0,65.0,48.0
12/31/11,40.0,35.0,29.0
10/1/04,73.0,60.0,48.0
10/1/13,79.0,71.0,62.0
3/26/14,39.0,27.0,15.0
9/6/09,77.0,69.0,61.0
4/10/12,46.0,40.0,34.0
3/23/06,41.0,36.0,32.0
8/27/14,82.0,75.0,67.0
11/28/10,46.0,34.0,22.0
3/24/08,39.0,33.0,27.0
4/15/13,66.0,55.0,44.0
8/4/14,87.0,77.0,67.0
12/5/14,40.0,36.0,32.0
2/6/14,14.0,6.0,-2.0
5/19/11,72.0,61.0,49.0
9/25/01,57.0,48.0,39.0
6/12/06,69.0,60.0,51.0
3/12/14,34.0,24.0,14.0
11/17/11,36.0,30.0,24.0
5/6/11,68.0,56.0,44.0
7/20/08,86.0,77.0,68.0
9/10/13,95.0,86.0,77.0
3/5/02,32.0,22.0,12.0
11/3/03,51.0,48.0,46.0
1/25/12,36.0,29.0,22.0
4/1/09,53.0,45.0,36.0
7/19/11,93.0,86.0,78.0
11/1/03,48.0,46.0,45.0
1/6/01,33.0,26.0,19.0
9/18/10,65.0,62.0,58.0
3/16/01,33.0,32.0,30.0
12/2/10,33.0,28.0,22.0
5/30/08,77.0,66.0,55.0
5/17/06,73.0,62.0,50.0
2/20/02,54.0,44.0,34.0
6/3/11,87.0,71.0,55.0
6/20/11,79.0,72.0,65.0
3/30/13,59.0,44.0,28.0
5/8/07,82.0,68.0,54.0
5/26/03,71.0,58.0,46.0
7/16/10,90.0,79.0,67.0
2/19/14,44.0,37.0,30.0
8/8/13,78.0,72.0,65.0
7/17/02,89.0,77.0,66.0
1/15/09,-1.0,-7.0,-13.0
8/4/08,87.0,79.0,70.0
9/23/11,62.0,55.0,48.0
3/14/11,42.0,34.0,26.0
12/14/10,21.0,14.0,6.0
6/18/08,77.0,67.0,56.0
7/22/01,95.0,80.0,68.0
7/20/05,92.0,78.0,63.0
10/7/07,87.0,77.0,67.0
4/30/12,62.0,56.0,50.0
12/24/12,34.0,31.0,28.0
3/1/03,39.0,30.0,21.0
11/2/05,66.0,52.0,38.0
12/29/13,40.0,26.0,11.0
8/19/04,73.0,66.0,57.0
11/15/13,50.0,44.0,38.0
1/26/07,43.0,32.0,20.0
2/19/05,41.0,31.0,21.0
2/3/01,30.0,19.0,10.0
3/14/10,50.0,45.0,40.0
1/31/06,38.0,34.0,30.0
9/29/06,59.0,48.0,37.0
6/18/09,80.0,71.0,61.0
10/10/11,76.0,65.0,54.0
6/4/04,72.0,58.0,46.0
7/12/09,82.0,70.0,58.0
12/26/02,28.0,24.0,19.0
5/15/14,55.0,48.0,40.0
10/22/13,42.0,36.0,29.0
6/29/03,82.0,72.0,64.0
2/10/11,16.0,4.0,-9.0
7/8/12,85.0,77.0,68.0
3/26/03,59.0,46.0,34.0
10/24/09,50.0,44.0,38.0
12/10/11,27.0,20.0,12.0
4/23/05,42.0,39.0,35.0
12/4/02,27.0,20.0,12.0
4/4/02,36.0,32.0,25.0
4/20/08,72.0,58.0,44.0
8/12/13,82.0,75.0,67.0
3/4/10,42.0,32.0,22.0
3/28/08,40.0,34.0,27.0
2/23/13,28.0,25.0,22.0
2/21/08,23.0,16.0,8.0
10/13/09,47.0,41.0,34.0
9/25/03,61.0,52.0,45.0
7/12/11,87.0,79.0,70.0
6/1/04,75.0,64.0,55.0
2/9/15,27.0,23.0,19.0
2/27/13,34.0,33.0,32.0
10/24/03,60.0,48.0,37.0
8/13/06,84.0,71.0,58.0
4/13/08,42.0,37.0,32.0
4/4/03,37.0,34.0,32.0
11/7/14,43.0,36.0,29.0
10/17/10,65.0,56.0,47.0
8/24/14,88.0,79.0,70.0
11/8/13,48.0,38.0,28.0
12/29/11,48.0,40.0,31.0
5/3/13,48.0,44.0,40.0
10/27/12,48.0,41.0,34.0
8/20/07,78.0,73.0,68.0
9/2/04,84.0,74.0,63.0
3/17/03,72.0,56.0,39.0
1/15/14,22.0,19.0,15.0
9/11/12,83.0,68.0,52.0
2/20/13,24.0,16.0,8.0
11/13/13,40.0,30.0,20.0
11/23/11,50.0,42.0,34.0
12/16/04,43.0,36.0,28.0
7/29/14,81.0,70.0,58.0
12/29/03,46.0,38.0,30.0
2/15/11,38.0,31.0,23.0
11/26/11,56.0,51.0,45.0
6/18/11,84.0,73.0,61.0
10/11/04,63.0,52.0,43.0
3/20/04,61.0,46.0,32.0
7/31/07,91.0,80.0,68.0
8/24/02,82.0,74.0,66.0
3/16/05,48.0,36.0,24.0
1/25/03,33.0,24.0,15.0
10/12/11,78.0,67.0,55.0
8/14/05,76.0,69.0,61.0
6/13/12,72.0,63.0,54.0
10/9/10,86.0,71.0,55.0
8/10/13,81.0,73.0,64.0
12/4/09,28.0,26.0,23.0
1/9/05,34.0,30.0,26.0
6/16/12,94.0,82.0,69.0
10/24/04,66.0,56.0,43.0
2/11/08,15.0,6.0,-3.0
7/15/09,85.0,75.0,65.0
2/27/02,25.0,21.0,17.0
4/28/03,77.0,66.0,55.0
2/24/01,55.0,42.0,30.0
8/8/06,78.0,74.0,69.0
11/6/08,65.0,55.0,45.0
9/21/09,67.0,64.0,60.0
2/22/06,46.0,35.0,24.0
1/20/05,28.0,26.0,23.0
2/18/02,50.0,38.0,26.0
6/20/07,84.0,73.0,61.0
3/20/10,39.0,35.0,31.0
8/5/11,83.0,76.0,69.0
10/1/02,82.0,74.0,68.0
9/5/08,70.0,64.0,57.0
10/2/01,80.0,65.0,50.0
2/3/08,32.0,29.0,25.0
7/29/13,76.0,67.0,57.0
4/29/01,75.0,60.0,46.0
4/12/10,70.0,57.0,44.0
8/29/03,82.0,76.0,69.0
7/25/08,82.0,72.0,61.0
10/25/10,72.0,64.0,56.0
6/22/11,73.0,69.0,64.0
10/27/13,54.0,42.0,29.0
7/15/05,87.0,79.0,70.0
11/11/04,50.0,44.0,37.0
2/21/05,36.0,34.0,33.0
2/14/01,36.0,32.0,28.0
11/25/08,40.0,34.0,28.0
3/27/14,55.0,45.0,34.0
9/12/04,84.0,70.0,57.0
9/9/06,70.0,67.0,63.0
11/27/09,40.0,35.0,29.0
6/7/04,87.0,74.0,60.0
6/26/06,71.0,66.0,60.0
8/20/06,78.0,69.0,59.0
5/13/10,73.0,61.0,48.0
1/29/08,48.0,25.0,2.0
5/28/14,71.0,64.0,56.0
6/19/11,81.0,72.0,63.0
5/14/11,53.0,49.0,45.0
6/2/03,68.0,54.0,39.0
12/28/10,27.0,20.0,12.0
12/23/07,52.0,33.0,14.0
12/2/03,35.0,30.0,24.0
12/7/10,20.0,16.0,11.0
4/5/07,40.0,34.0,27.0
9/14/01,63.0,58.0,55.0
11/26/01,48.0,42.0,36.0
5/4/03,59.0,49.0,39.0
1/1/06,45.0,36.0,26.0
8/8/03,73.0,70.0,64.0
9/21/01,68.0,60.0,55.0
2/22/10,33.0,31.0,29.0
3/27/10,50.0,41.0,31.0
8/11/06,77.0,73.0,68.0
7/24/02,79.0,71.0,64.0
1/9/09,29.0,21.0,12.0
7/2/04,82.0,71.0,61.0
3/24/14,36.0,28.0,20.0
12/25/11,45.0,37.0,29.0
2/2/13,23.0,16.0,8.0
2/19/04,44.0,36.0,28.0
8/19/09,83.0,71.0,59.0
10/2/14,72.0,68.0,63.0
7/23/09,82.0,72.0,62.0
9/15/11,59.0,51.0,42.0
1/3/02,28.0,20.0,12.0
12/18/11,44.0,35.0,25.0
6/28/03,82.0,72.0,64.0
12/20/04,28.0,19.0,10.0
7/20/03,86.0,76.0,66.0
7/27/06,88.0,79.0,69.0
10/10/12,51.0,43.0,35.0
3/16/12,82.0,64.0,46.0
10/3/13,78.0,69.0,60.0
9/17/09,72.0,61.0,50.0
3/10/06,54.0,46.0,38.0
9/11/09,80.0,71.0,61.0
1/18/14,21.0,14.0,7.0
7/13/10,84.0,77.0,70.0
10/8/08,64.0,57.0,50.0
8/12/12,76.0,66.0,55.0
4/17/11,53.0,44.0,35.0
1/4/07,52.0,46.0,39.0
9/7/05,88.0,78.0,67.0
3/19/07,61.0,49.0,36.0
4/7/13,59.0,50.0,40.0
5/19/10,74.0,59.0,44.0
4/30/06,59.0,55.0,53.0
1/7/02,28.0,22.0,16.0
4/8/12,66.0,56.0,45.0
6/7/14,84.0,71.0,57.0
6/5/04,77.0,62.0,46.0
8/16/09,88.0,79.0,70.0
10/18/06,63.0,53.0,42.0
10/8/11,82.0,68.0,54.0
12/10/14,33.0,31.0,28.0
1/3/04,51.0,40.0,30.0
10/6/12,50.0,42.0,34.0
5/15/13,84.0,72.0,60.0
7/30/06,90.0,84.0,77.0
8/22/08,83.0,78.0,72.0
8/28/06,73.0,69.0,64.0
11/17/09,47.0,46.0,44.0
1/22/14,15.0,8.0,0.0
8/30/10,88.0,81.0,74.0
4/24/07,68.0,56.0,44.0
12/28/04,41.0,32.0,24.0
4/17/12,57.0,48.0,39.0
9/19/10,67.0,61.0,55.0
